(391, 229, 0)
(392, 232, 0)
(394, 236, 0)
(394, 240, 0)
(395, 242, 0)
(395, 242, 0)
(395, 243, 0)
(395, 243, 0)
(395, 243, 0)
(395, 240, 0)
(396, 240, 0)
(396, 242, 0)
(396, 242, 0)
(396, 242, 0)
(396, 242, 0)
(395, 242, 0)
(394, 240, 0)
(394, 240, 0)
(392, 240, 0)
(392, 239, 0)
(391, 238, 0)
(391, 236, 0)
(390, 236, 0)
(390, 236, 0)
(388, 236, 0)
(387, 235, 0)
(386, 234, 0)
(386, 232, 0)
(386, 231, 0)
(386, 232, 0)
(384, 232, 0)
(384, 232, 0)
(384, 232, 0)
(384, 231, 0)
(384, 230, 0)
(383, 232, 0)
(378, 238, 0)
(374, 242, 0)
(374, 242, 0)
(374, 242, 0)
(375, 242, 0)
(375, 242, 0)
(374, 245, 0)
(384, 242, 0)
(381, 243, 0)
(379, 242, 0)
(379, 239, 0)
(381, 239, 0)
(379, 239, 0)
(378, 239, 0)
(378, 239, 0)
(377, 238, 0)
(375, 236, 0)
(374, 236, 0)
(371, 235, 0)
(370, 234, 0)
(368, 232, 0)
(368, 232, 0)
(366, 231, 0)
(366, 231, 0)
(366, 231, 0)
(366, 232, 0)
(368, 231, 0)
(370, 229, 0)
(370, 229, 0)
(370, 229, 0)
(370, 229, 0)
(371, 225, 0)
(375, 227, 0)
(378, 223, 0)
(377, 225, 0)
(377, 226, 0)
(379, 222, 0)
(379, 222, 0)
(379, 222, 0)
(379, 222, 0)
(379, 222, 0)
(379, 221, 0)
(377, 219, 0)
(375, 219, 0)
(375, 219, 0)
(373, 219, 0)
(373, 221, 0)
(373, 222, 0)
(375, 219, 0)
(375, 219, 0)
(375, 219, 0)
(375, 218, 0)
(373, 216, 0)
(373, 213, 0)
(373, 210, 0)
(373, 208, 0)
(373, 207, 0)
(373, 207, 0)
(373, 205, 0)
(371, 205, 0)
(371, 204, 0)
(370, 208, 0)
(370, 208, 0)
(370, 208, 0)
(370, 208, 0)
(368, 208, 0)
(366, 208, 0)
(362, 209, 0)
(361, 210, 0)
(361, 210, 0)
(361, 207, 0)
(361, 207, 0)
(360, 204, 0)
(360, 203, 0)
(358, 203, 0)
(357, 203, 0)
(357, 201, 0)
(356, 200, 0)
(356, 199, 0)
(356, 199, 0)
(355, 197, 0)
(356, 197, 0)
(356, 197, 0)
(357, 195, 0)
(358, 192, 0)
(358, 192, 0)
(358, 192, 0)
(358, 192, 0)
(358, 192, 0)
(358, 191, 0)
(356, 188, 0)
(356, 188, 0)
(351, 191, 0)
(349, 192, 0)
(351, 190, 0)
(349, 190, 0)
(349, 190, 0)
(349, 190, 0)
(349, 190, 0)
(349, 190, 0)
(349, 190, 0)
(348, 190, 0)
(347, 190, 0)
(347, 190, 0)
(347, 190, 0)
(345, 190, 0)
(344, 190, 0)
(344, 187, 0)
(344, 184, 0)
(342, 182, 0)
(342, 182, 0)
(342, 181, 0)
(340, 181, 0)
(340, 181, 0)
(340, 181, 0)
(340, 179, 0)
(340, 179, 0)
(336, 182, 0)
(335, 182, 0)
(334, 182, 0)
(334, 184, 0)
(331, 184, 0)
(332, 184, 0)
(332, 182, 0)
(334, 182, 0)
(332, 182, 0)
(331, 183, 0)
(330, 186, 0)
(335, 187, 0)
(338, 187, 0)
(339, 188, 0)
(339, 191, 0)
(342, 187, 0)
(343, 186, 0)
(343, 184, 0)
(345, 184, 0)
(351, 184, 0)
(351, 184, 0)
(351, 184, 0)
(351, 183, 0)
(349, 183, 0)
(347, 183, 0)
(347, 183, 0)
(348, 184, 0)
(348, 182, 0)
(347, 184, 0)
(345, 187, 0)
(345, 190, 0)
(340, 197, 0)
(335, 203, 0)
(335, 203, 0)
(332, 205, 0)
(331, 205, 0)
(330, 203, 0)
(329, 201, 0)
(330, 201, 0)
(329, 201, 0)
(327, 204, 0)
(326, 208, 0)
(325, 207, 0)
(323, 204, 0)
(323, 204, 0)
(323, 205, 0)
(325, 207, 0)
(325, 204, 0)
(325, 204, 0)
(325, 207, 0)
(317, 216, 0)
(309, 222, 0)
(309, 222, 0)
(309, 222, 0)
(309, 222, 0)
(309, 222, 0)
(307, 222, 0)
(307, 222, 0)
(303, 223, 0)
(301, 223, 0)
(301, 222, 0)
(301, 222, 0)
(301, 222, 0)
(303, 221, 0)
(304, 222, 0)
(303, 222, 0)
(303, 223, 0)
(303, 223, 0)
(305, 223, 0)
(304, 223, 0)
(304, 222, 0)
(307, 222, 0)
(305, 226, 0)
(305, 227, 0)
(307, 227, 0)
(307, 229, 0)
(308, 229, 0)
(309, 230, 0)
(309, 230, 0)
(308, 231, 0)
(308, 229, 0)
(308, 229, 0)
(308, 229, 0)
(308, 229, 0)
(308, 231, 0)
(308, 231, 0)
(308, 230, 0)
(307, 229, 0)
(303, 231, 0)
(301, 236, 0)
(299, 236, 0)
(299, 236, 0)
(300, 238, 0)
(299, 238, 0)
(297, 238, 0)
(297, 238, 0)
(296, 238, 0)
(299, 238, 0)
(300, 238, 0)
(299, 238, 0)
(299, 236, 0)
(300, 236, 0)
(301, 236, 0)
(304, 236, 0)
(307, 236, 0)
(308, 235, 0)
(308, 235, 0)
(309, 235, 0)
(308, 238, 0)
(308, 239, 0)
(309, 239, 0)
(309, 238, 0)
(309, 238, 0)
(314, 239, 0)
(314, 243, 0)
(314, 247, 0)
(317, 248, 0)
(318, 248, 0)
(318, 248, 0)
(321, 248, 0)
(325, 249, 0)
(327, 249, 0)
(329, 252, 0)
(329, 245, 0)
(330, 247, 0)
(330, 249, 0)
(327, 249, 0)
(327, 249, 0)
(329, 249, 0)
(330, 249, 0)
(330, 249, 0)
(332, 244, 0)
(340, 238, 0)
(344, 236, 0)
(347, 236, 0)
(342, 238, 0)
(338, 239, 0)
(338, 240, 0)
(338, 242, 0)
(338, 242, 0)
(338, 242, 0)
(338, 242, 0)
(336, 242, 0)
(336, 242, 0)
(336, 242, 0)
(336, 242, 0)
(336, 242, 0)
(336, 242, 0)
(336, 242, 0)
(334, 242, 0)
(332, 236, 0)
(330, 236, 0)
(329, 239, 0)
(329, 239, 0)
